star_rating,word,count
4,work,486
4,cord,344
4,time,309
4,heat,301
4,price,287
4,blow,255
4,air,176
4,power,169
4,purchase,167
4,star,163
4,button,157
4,speed,148
4,travel,135
4,bit,121
4,look,119
4,size,107
4,unit,104
4,wall,101
4,problem,93
4,attachment,93
4,model,92
4,switch,90
4,hand,89
4,conair,87
4,bathroom,86
4,feature,85
4,style,83
4,reason,78
4,complaint,78
4,wife,76
4,mount,76
4,light,76
4,color,76
4,diffuser,71
4,quality,70
4,minute,69
4,handle,66
4,feel,65
4,control,64
4,works,63
4,weight,63
4,night,63
4,medium,62
4,temperature,61
4,issue,60
4,try,59
4,cool,58
4,brush,56
4,place,54
4,money,53
4,plug,51
4,option,51
4,item,51
4,week,49
4,need,49
4,fan,49
4,order,48
4,head,47
4,home,45
4,store,44
4,design,44
4,end,43
4,change,43
4,think,42
4,space,42
4,part,42
4,something,40
4,side,40
4,others,40
4,difference,40
4,turn,39
4,dry,39
4,comb,39
4,base,39
4,people,38
4,length,38
4,kind,38
4,deal,38
4,break,37
4,trip,36
4,help,36
4,volume,35
4,shot,35
4,salon,35
4,iron,35
4,hotel,35
4,fine,35
4,daughter,35
4,brand,35
4,bonnet,35
4,voltage,33
4,thick,33
4,remington,33
4,move,33
4,blowdryer,33
4,half,32
4,damage,32
4,value,31
4,start,31
4,outlet,31
4,hold,31
4,concentrator,31
4,hang,30
4,warranty,29
4,cut,28
4,cost,28
4,box,28
4,anyone,28
4,andis,28
4,someone,27
4,point,27
4,flow,27
4,fast,27
4,amount,27
4,version,26
4,pay,26
4,counter,26
4,area,26
4,retract,25
4,replacement,25
4,plastic,25
4,fact,25
4,comment,25
4,type,24
4,temp,24
4,skin,24
4,pack,24
4,compare,24
4,arm,24
4,smell,23
4,recommend,23
4,motor,23
4,mention,23
4,anything,23
4,watt,22
4,set,22
4,result,22
4,make,22
4,hop,22
4,frizz,22
4,friend,22
4,fit,22
4,everything,22
4,cause,22
4,amazon,22
4,hairdryers,21
4,dries,21
4,couple,21
4,con,21
4,case,21
4,burn,21
4,shoulder,20
4,revlon,20
4,noise,20
4,mine,20
4,house,20
4,finger,20
4,filter,20
4,curl,20
4,sound,19
4,roller,19
4,performance,19
4,life,19
4,level,19
4,husband,19
4,function,19
4,warm,18
4,tourmaline,18
4,see,18
4,picture,18
4,ion,18
4,hope,18
4,grip,18
4,chi,18
4,bag,18
4,wattage,17
4,take,17
4,storage,17
4,spot,17
4,round,17
4,room,17
4,nothing,17
4,guess,17
4,face,17
4,experience,17
4,blower,17
4,slide,16
4,perfect,16
4,notice,16
4,loud,16
4,company,16
4,choice,16
4,appliance,16
4,woman,15
4,tool,15
4,tire,15
4,technology,15
4,stop,15
4,stay,15
4,stand,15
4,shape,15
4,rating,15
4,push,15
4,market,15
4,gift,15
4,fall,15
4,die,15
4,wrap,14
4,win,14
4,water,14
4,turbo,14
4,shiny,14
4,peel,14
4,min,14
4,inch,14
4,hour,14
4,foot,14
4,expectation,14
4,bulky,14
4,breaker,14
4,sit,13
4,range,13
4,pros,13
4,piece,13
4,overheat,13
4,morning,13
4,mind,13
4,install,13
4,drier,13
