star_rating,word,count
2,work,174
2,time,105
2,blow,84
2,air,79
2,heat,73
2,purchase,66
2,cord,63
2,return,51
2,power,46
2,button,46
2,unit,42
2,conair,42
2,week,39
2,switch,39
2,speed,38
2,look,32
2,minute,30
2,price,29
2,attachment,29
2,wall,27
2,travel,27
2,order,27
2,item,26
2,hand,26
2,something,25
2,quality,25
2,turn,24
2,try,24
2,style,24
2,star,23
2,place,23
2,break,23
2,think,22
2,model,22
2,start,21
2,mount,21
2,hold,21
2,stop,20
2,problem,20
2,medium,20
2,feel,20
2,end,20
2,head,19
2,design,19
2,brand,19
2,cool,18
2,bonnet,18
2,size,17
2,money,17
2,concentrator,17
2,smell,16
2,feature,16
2,fall,16
2,amazon,16
2,replacement,15
2,reason,15
2,notice,15
2,nothing,15
2,fan,15
2,burn,15
2,wife,14
2,pay,14
2,light,14
2,diffuser,14
2,control,14
2,color,14
2,point,13
2,plug,13
2,plastic,13
2,motor,13
2,fire,13
2,everything,13
2,disappoint,13
2,change,13
2,box,13
2,warranty,12
2,temperature,12
2,revlon,12
2,position,12
2,part,12
2,night,12
2,morning,12
2,handle,12
2,die,12
2,watt,11
2,waste,11
2,voltage,11
2,today,11
2,hop,11
2,home,11
2,fine,11
2,difference,11
2,deal,11
2,bathroom,11
2,anything,11
2,version,10
2,spark,10
2,move,10
2,loud,10
2,length,10
2,issue,10
2,guess,10
2,description,10
2,trip,9
2,stand,9
2,recommend,9
2,quit,9
2,push,9
2,noise,9
2,half,9
2,cons,9
2,anyone,9
2,volume,8
2,side,8
2,room,8
2,pros,8
2,picture,8
2,others,8
2,level,8
2,hotel,8
2,filter,8
2,dry,8
2,bit,8
2,attach,8
2,weight,7
2,tourmaline,7
2,stay,7
2,sound,7
2,someone,7
2,remington,7
2,refund,7
2,piece,7
2,outlet,7
2,mention,7
2,make,7
2,luck,7
2,kind,7
2,figure,7
2,expectation,7
2,cut,7
2,customer,7
2,bracket,7
2,blower,7
2,wire,6
2,wind,6
2,thick,6
2,ship,6
2,see,6
2,retract,6
2,press,6
2,option,6
2,mine,6
2,mid,6
2,manufacturer,6
2,line,6
2,lack,6
2,hole,6
2,help,6
2,hairdryers,6
2,grip,6
2,finger,6
2,fast,6
2,dust,6
2,drop,6
2,cost,6
2,case,6
2,bulky,6
2,blowdryer,6
2,want,5
2,tool,5
2,throw,5
2,sunbeam,5
2,store,5
2,stick,5
2,state,5
2,space,5
2,show,5
2,shoulder,5
2,shot,5
2,send,5
2,sell,5
2,rest,5
2,placement,5
2,person,5
2,period,5
2,people,5
2,need,5
2,min,5
2,mean,5
2,hour,5
2,hood,5
2,happen,5
2,gift,5
2,function,5
2,force,5
2,flow,5
2,fit,5
2,family,5
2,drawer,5
2,damage,5
2,curl,5
2,compare,5
2,cheap,5
2,catch,5
2,brush,5
2,andis,5
2,vent,4
2,usage,4
2,tools,4
2,test,4
2,taste,4
2,super,4
2,shut,4
2,set,4
2,service,4
2,search,4
2,scalp,4
2,sassoon,4
2,salon,4
2,safety,4
2,pull,4
2,process,4
2,perform,4
2,package,4
2,mirror,4
2,march,4
2,life,4
2,knob,4
2,junk,4
2,iron,4
2,image,4
2,hose,4
2,holder,4
2,heating,4
2,hang,4
2,fuse,4
2,friend,4
2,floor,4
2,fact,4
2,face,4
2,effect,4
2,delivery,4
2,cute,4
2,couple,4
2,convenience,4
2,cause,4
2,cap,4
2,bottom,4
2,base,4
