star_rating,word,count
1,work,273
1,time,213
1,blow,121
1,return,119
1,purchase,111
1,money,108
1,cord,88
1,item,82
1,air,78
1,heat,72
1,order,71
1,week,68
1,waste,62
1,power,59
1,amazon,57
1,conair,52
1,plug,51
1,fire,50
1,problem,47
1,stop,46
1,button,46
1,price,45
1,break,42
1,unit,41
1,try,38
1,replacement,38
1,start,37
1,speed,36
1,burn,36
1,turn,35
1,look,35
1,minute,33
1,star,32
1,end,31
1,something,30
1,travel,29
1,spark,29
1,seller,29
1,pay,29
1,fan,28
1,company,28
1,wall,27
1,voltage,27
1,box,27
1,mount,26
1,contact,26
1,brand,26
1,today,25
1,switch,25
1,quality,25
1,piece,25
1,model,25
1,die,25
1,warranty,24
1,junk,24
1,bonnet,24
1,wife,23
1,ship,23
1,smell,22
1,people,22
1,diffuser,22
1,sound,21
1,t3,20
1,refund,20
1,outlet,20
1,nothing,20
1,head,20
1,customer,20
1,someone,19
1,noise,19
1,motor,19
1,change,19
1,morning,18
1,issue,18
1,handle,18
1,anything,18
1,size,17
1,service,17
1,part,17
1,cool,17
1,attachment,17
1,plastic,16
1,home,16
1,hand,16
1,andis,16
1,please,15
1,notice,15
1,manufacturer,15
1,hold,15
1,feature,15
1,description,15
1,cost,15
1,base,15
1,trip,14
1,think,14
1,style,14
1,smoke,14
1,revlon,14
1,quit,14
1,half,14
1,design,14
1,deal,14
1,damage,14
1,cause,14
1,brush,14
1,period,13
1,number,13
1,need,13
1,life,13
1,guess,13
1,function,13
1,fall,13
1,store,12
1,state,12
1,send,12
1,place,12
1,hotel,12
1,hang,12
1,hairdryers,12
1,fit,12
1,bathroom,12
1,see,11
1,salon,11
1,reason,11
1,night,11
1,mine,11
1,figure,11
1,experience,11
1,exchange,11
1,control,11
1,wait,10
1,retract,10
1,picture,10
1,light,10
1,coil,10
1,chance,10
1,catch,10
1,call,10
1,bit,10
1,anyone,10
1,yesterday,9
1,weight,9
1,vendor,9
1,thank,9
1,stay,9
1,receive,9
1,process,9
1,point,9
1,package,9
1,overheat,9
1,mistake,9
1,march,9
1,fact,9
1,dollar,9
1,crap,9
1,crack,9
1,color,9
1,beware,9
1,watt,8
1,tell,8
1,roller,8
1,result,8
1,policy,8
1,none,8
1,move,8
1,mail,8
1,level,8
1,hour,8
1,help,8
1,gift,8
1,flaw,8
1,flame,8
1,feel,8
1,element,8
1,disappointment,8
1,daughter,8
1,cut,8
1,come,8
1,comb,8
1,circuit,8
1,blowdryer,8
1,beauty,8
1,worth,7
1,win,7
1,wattage,7
1,update,7
1,trouble,7
1,tools,7
1,test,7
1,stick,7
1,show,7
1,shot,7
1,response,7
1,rating,7
1,pop,7
1,note,7
1,matter,7
1,line,7
1,june,7
1,husband,7
1,house,7
1,flow,7
1,email,7
1,dry,7
1,course,7
1,couple,7
1,cheaply,7
1,buyer,7
1,attempt,7
1,amount,7
1,wire,6
1,window,6
1,version,6
1,storage,6
1,space,6
1,save,6
1,right,6
1,recommend,6
1,phone,6
1,option,6
